0, 0.24812, 0.75188, 0, 0
0.103687, 0.202, 0.798, 0, 0
0.210888, 0.24, 0.76, 0, 0
0.317187, 0.342, 0.658, 0, 0
0.424572, 0.412, 0.588, 0, 0
0.534579, 0.504, 0.496, 0, 0
0.646368, 0.516, 0.484, 0, 0
0.758613, 0.516, 0.484, 0, 0
0.870797, 0.534, 0.466, 0, 0
0.980977, 0.512, 0.488, 0, 0
1.09122, 0.556, 0.444, 0, 0.074
1.20119, 0.596, 0.404, 0, 0.074
1.31484, 0.666, 0.334, 0, 0.074
1.42851, 0.686, 0.314, 0, 0.074
1.54049, 0.678, 0.322, 0, 0.074
1.6563, 0.67, 0.33, 0, 0.074
1.76939, 0.676, 0.324, 0, 0.074
1.88651, 0.666, 0.334, 0, 0.074
1.94345, 0.63, 0.37, 0, 0.074
2.05803, 0.622, 0.378, 0, 0.074
2.17309, 0.618, 0.382, 0, 0.074
2.28423, 0.616, 0.384, 0, 0.074
2.40153, 0.606, 0.394, 0, 0.074
2.51678, 0.598, 0.402, 0, 0.074
2.63149, 0.592, 0.408, 0, 0.074
2.74963, 0.602, 0.398, 0, 0.074
2.86799, 0.606, 0.394, 0, 0.074
2.98235, 0.602, 0.398, 0, 0.074
3.0991, 0.602, 0.398, 0, 0.074
3.21427, 0.634, 0.366, 0, 0.074
3.33441, 0.648, 0.352, 0, 0
3.45011, 0.68, 0.32, 0, 0
3.57102, 0.71, 0.29, 0, 0
3.69251, 0.712, 0.288, 0, 0
3.81285, 0.712, 0.288, 0, 0
3.93261, 0.712, 0.288, 0, 0
4.05003, 0.704, 0.296, 0, 0
4.16834, 0.704, 0.296, 0, 0
4.29861, 0.704, 0.296, 0, 0
4.4232, 0.698, 0.302, 0, 0
4.546, 0.694, 0.306, 0, 0
4.66936, 0.674, 0.326, 0, 0
4.78759, 0.648, 0.352, 0, 0
4.91018, 0.646, 0.354, 0, 0
5.03096, 0.644, 0.356, 0, 0
5.12286, 0.644, 0.356, 0, 0
5.24089, 0.638, 0.362, 0, 0
5.3612, 0.638, 0.362, 0, 0
5.48567, 0.638, 0.362, 0, 0
5.60863, 0.638, 0.362, 0, 0
5.72412, 0.628, 0.372, 0, 0
5.84407, 0.616, 0.384, 0, 0
5.96811, 0.614, 0.386, 0, 0
6.09284, 0.638, 0.362, 0, 0
6.21187, 0.658, 0.342, 0, 0
6.33046, 0.654, 0.346, 0, 0
6.45405, 0.602, 0.398, 0, 0
6.57681, 0.552, 0.448, 0, 0
6.69272, 0.504, 0.496, 0, 0
6.8065, 0.446, 0.554, 0, 0
6.92741, 0.44, 0.56, 0, 0
7.04657, 0.44, 0.56, 0, 0
7.16344, 0.43, 0.57, 0, 0
7.28244, 0.434, 0.566, 0, 0
7.40115, 0.432, 0.568, 0, 0
7.46666, 0.432, 0.568, 0, 0
