0, 0.227513, 0.772487, 0, 0
0.104103, 0.21, 0.79, 0, 0
0.209806, 0.292, 0.708, 0, 0
0.324545, 0.662, 0.338, 0, 0
0.441392, 0.782, 0.218, 0, 0
0.553563, 0.612, 0.388, 0, 0.068
0.665701, 0.598, 0.402, 0, 0.078
0.780749, 0.716, 0.284, 0, 0.078
0.89593, 0.698, 0.302, 0, 0.078
1.0141, 0.676, 0.324, 0, 0.078
1.1281, 0.672, 0.328, 0, 0.078
1.24513, 0.672, 0.328, 0, 0.078
1.36171, 0.696, 0.304, 0, 0.078
1.47715, 0.658, 0.342, 0, 0
1.58935, 0.59, 0.41, 0, 0
1.70086, 0.538, 0.462, 0, 0
1.81314, 0.54, 0.46, 0, 0
1.85001, 0.538, 0.462, 0, 0
1.96325, 0.532, 0.468, 0, 0.002
2.07365, 0.534, 0.466, 0, 0
2.18506, 0.54, 0.46, 0, 0
2.29682, 0.548, 0.452, 0, 0
2.41027, 0.54, 0.46, 0, 0
2.52406, 0.55, 0.45, 0, 0
2.63829, 0.55, 0.45, 0, 0
2.7558, 0.566, 0.434, 0, 0
2.87518, 0.608, 0.392, 0, 0
2.99129, 0.618, 0.382, 0, 0
3.11204, 0.64, 0.36, 0, 0
3.22918, 0.678, 0.322, 0, 0
3.34504, 0.72, 0.28, 0, 0
3.46527, 0.76, 0.24, 0, 0
3.58749, 0.762, 0.238, 0, 0
3.71046, 0.762, 0.238, 0, 0
3.82921, 0.762, 0.238, 0, 0
3.94853, 0.754, 0.246, 0, 0
4.06864, 0.752, 0.248, 0, 0
4.19166, 0.744, 0.256, 0, 0
4.31208, 0.738, 0.262, 0, 0
4.3623, 0.726, 0.274, 0, 0
4.4879, 0.73, 0.27, 0, 0
4.61074, 0.73, 0.27, 0, 0
4.73385, 0.726, 0.274, 0, 0
4.85291, 0.71, 0.29, 0, 0
4.97122, 0.69, 0.31, 0, 0
5.08763, 0.7, 0.3, 0, 0
5.20733, 0.712, 0.288, 0, 0
5.32636, 0.704, 0.296, 0, 0
5.4418, 0.708, 0.292, 0, 0
5.56096, 0.71, 0.29, 0, 0
5.67844, 0.726, 0.274, 0, 0
5.80099, 0.718, 0.282, 0, 0
5.92092, 0.714, 0.286, 0, 0
5.98, 0.714, 0.286, 0, 0
6.10099, 0.71, 0.29, 0, 0
6.22471, 0.69, 0.31, 0, 0
6.34869, 0.616, 0.384, 0, 0
6.46364, 0.544, 0.456, 0, 0
6.58034, 0.468, 0.532, 0, 0
6.69553, 0.428, 0.572, 0, 0
6.80864, 0.4, 0.6, 0, 0
6.92696, 0.394, 0.606, 0, 0
7.04175, 0.354, 0.646, 0, 0
7.16728, 0.294, 0.706, 0, 0
7.29139, 0.284, 0.716, 0, 0
7.41209, 0.258, 0.742, 0, 0
7.53063, 0.254, 0.746, 0, 0
7.64552, 0.248, 0.752, 0, 0
7.76425, 0.256, 0.744, 0, 0
7.88581, 0.252, 0.748, 0, 0
7.91366, 0.248, 0.752, 0, 0
8.03615, 0.254, 0.746, 0, 0
8.15169, 0.25, 0.75, 0, 0
8.2671, 0.248, 0.752, 0, 0
8.3904, 0.242, 0.758, 0, 0
8.51148, 0.242, 0.758, 0, 0
8.63867, 0.244, 0.756, 0, 0
8.70707, 0.246, 0.754, 0, 0
8.82534, 0.258, 0.742, 0, 0
8.94264, 0.27, 0.73, 0, 0
9.06273, 0.278, 0.722, 0, 0
9.17743, 0.284, 0.716, 0, 0
9.29592, 0.29, 0.71, 0, 0
9.41688, 0.294, 0.706, 0, 0
9.5405, 0.292, 0.708, 0, 0
9.65828, 0.296, 0.704, 0, 0
9.7776, 0.306, 0.694, 0, 0
9.89585, 0.312, 0.688, 0, 0
10.0188, 0.318, 0.682, 0, 0
10.1405, 0.32, 0.68, 0, 0
10.2619, 0.308, 0.692, 0, 0
10.3904, 0.302, 0.698, 0, 0
10.5125, 0.294, 0.706, 0, 0
10.6399, 0.292, 0.708, 0, 0
10.7649, 0.29, 0.71, 0, 0
10.8883, 0.292, 0.708, 0, 0
11.0117, 0.298, 0.702, 0, 0
11.136, 0.298, 0.702, 0, 0
11.2565, 0.298, 0.702, 0, 0
11.3784, 0.326, 0.674, 0, 0
11.5128, 0.344, 0.656, 0, 0
11.638, 0.358, 0.642, 0, 0
11.7636, 0.36, 0.64, 0, 0
11.8165, 0.362, 0.638, 0, 0
11.9363, 0.356, 0.644, 0, 0
12.0587, 0.37, 0.63, 0, 0
12.1871, 0.374, 0.626, 0, 0
12.3255, 0.374, 0.626, 0, 0
12.4514, 0.37, 0.63, 0, 0
12.5757, 0.36, 0.64, 0, 0
12.7052, 0.342, 0.658, 0, 0.004
12.8013, 0.338, 0.662, 0, 0.01
12.9257, 0.34, 0.66, 0, 0.008
13.0497, 0.344, 0.656, 0, 0
13.1817, 0.356, 0.644, 0, 0
13.3126, 0.34, 0.66, 0, 0
13.4401, 0.34, 0.66, 0, 0
13.57, 0.344, 0.656, 0, 0
13.6943, 0.336, 0.664, 0, 0
13.8248, 0.346, 0.654, 0, 0
13.9477, 0.346, 0.654, 0, 0
14.0768, 0.356, 0.644, 0, 0
14.2119, 0.388, 0.612, 0, 0.002
14.3457, 0.408, 0.592, 0, 0.01
14.4745, 0.414, 0.586, 0, 0.016
14.5896, 0.406, 0.594, 0, 0.024
14.7161, 0.384, 0.616, 0, 0.014
14.8417, 0.368, 0.632, 0, 0
