TOTAL_STIMULUS_REC: 427
NLP_parse_percentage_in_AF: 0
Logged_at: 08:00:00:000
Atom(uuid), Atom(name), EnteredAt, LastSeenAt, STI, DurationInAF, IsNLPParseOutput, DirectSTI, GainFromSpreading
4654110401115762, pollen, 16:17:38:483, 16:17:47:406, 0.94874, 8.92312, 1, 150, 0.333832
11582331029630770, quack%2:29:00::, 16:17:42:694, 16:17:43:242, 0, 0.547654, 1,  - , 0.5
47153927320151812, nigh%4:02:01::, 16:17:36:997, 16:17:39:532, 3.96043e-06, 2.53417, 1,  - , 8.83707
78460523621454840, break_down%2:37:00::, 16:17:42:814, 16:17:43:242, 0, 0.427687, 1,  - , 0.5
87866352193253505, wanton%2:29:00::, 16:17:42:814, 16:17:43:242, 0, 0.427687, 1,  - , 0.5
129180190883819739, other, 16:17:38:967, 16:17:58:119, 11.2197, 19.1523, 1, 200, 0.000143281
129572895285309251, can, 16:17:37:674, 16:17:58:119, 18.0464, 20.4453, 1, 300, 68.0842
131434964540497971, pressure%1:26:01::, 16:17:41:504, 16:17:41:746, 0, 0.242177, 1,  - , 16
154462855909404017, act_reflexively%2:29:00::, 16:17:42:814, 16:17:43:357, 0, 0.542711, 1,  - , 0.5
179767431985896456, genus, 16:17:54:787, 16:17:58:119, 9.27315, 3.3319, 1,  - ,  - 
189515668651138441, improvize%2:36:00::, 16:17:42:572, 16:17:43:357, 0, 0.785214, 1,  - , 1
210434859087051122, eyes, 16:17:52:258, 16:17:58:119, 1.49432, 5.86148, 1,  - ,  - 
224914245004177916, ., 16:17:36:893, 16:17:58:119, 646.818, 21.226, 0, 4850, 33.2967
238713097465677210, in, 16:17:37:218, 16:17:58:119, 149.241, 20.9015, 1, 1200, 29.501
247278477959661152, woodlouse, 16:17:36:997, 16:17:58:119, 8.00133, 21.1219, 1, 100, 21.3912
252168947311652731, move%2:36:00::, 16:17:42:101, 16:17:43:589, 0, 1.48821, 1,  - , 1.5
255020866638450161, belong, 16:17:41:085, 16:17:51:368, -11.2914, 10.2829, 1, 50, 8.11688e-05
264445346224138826, family, 16:17:41:085, 16:17:53:234, 0.840679, 12.1488, 1, 200, 8.11688e-05
324571710809030130, fare, 16:17:41:864, 16:17:43:589, 0, 1.72436, 1,  - , 1
384797615427064134, ), 16:17:37:674, 16:17:58:119, 10.3864, 20.4453, 0, 150, 0.00086026
395239978047675157, make, 16:17:42:220, 16:17:58:119, 11.2335, 15.8997, 1, 100, 2
403363269517810576, viruses, 16:17:43:820, 16:17:52:660, 0.215212, 8.83997, 0,  - ,  - 
403940405704230933, fulfill%2:42:00::, 16:17:41:981, 16:17:43:474, 0, 1.4927, 1,  - , 1
421859122580166243, gather, 16:17:38:021, 16:17:47:782, -6.21569, 9.76014, 1, 50, 0.000569565
436593519867491064, different, 16:17:43:702, 16:17:53:674, 1.28569, 9.97189, 1, 50, 8.11688e-05
437064564727735257, stooge%2:29:00::, 16:17:42:814, 16:17:43:357, 0, 0.54271, 1,  - , 0.5
443514927522192133, unlike, 16:17:37:218, 16:17:40:122, 1.39338e-06, 2.90463, 1, 50, 4.16753
454213604292819815, do%2:36:02::, 16:17:36:997, 16:17:43:589, 4.07792e-05, 6.59139, 1,  - , 110.004
473458240976135659, habitats, 16:17:44:779, 16:17:55:817, 1.1114, 11.0377, 0, 50, 8.11688e-05
480216478043795619, very, 16:17:50:718, 16:17:58:119, 3.35653, 7.40119, 1,  - ,  - 
486914246794951718, feeding, 16:17:38:483, 16:17:47:658, 0, 9.17552, 1, 100, 0.000498888
515933874938020247, tasmania, 16:17:57:122, 16:17:58:119, 8.94279, 0.997175, 0,  - ,  - 
528269212095587676, in.r@85bab4bd-cfa0-43ff-b442-26eafdb47698, 16:17:52:930, 16:17:56:406, 1.60943, 3.47631, 0,  - , 5.05685
533049664271630316, similar, 16:17:37:674, 16:17:58:119, 11.0822, 20.4453, 1, 150, 2.50086
549817980321782562, comprise, 16:17:37:907, 16:17:47:658, -4.24888e-08, 9.75088, 1, 50, 3.8339
560437915148262375, most%4:02:00::, 16:17:37:103, 16:17:39:532, 3.96043e-06, 2.42842, 1,  - , 6.33707
615885963742162127, create%2:36:00::, 16:17:42:220, 16:17:43:589, 0, 1.36915, 1,  - , 1
627392787385518691, segmented, 16:17:42:220, 16:17:58:119, 2.32443, 15.8997, 0, 100, 8.11688e-05
630185169451008701, deters, 16:17:38:967, 16:17:53:069, 0, 14.1018, 0, 100, 0.000143281
631176056034445871, menace%2:29:00::, 16:17:42:814, 16:17:43:242, 0, 0.427686, 1,  - , 0.5
634900961834177693, wasp-like, 16:17:45:045, 16:17:48:029, 2.13764, 2.98431, 0, 50, 8.11688e-05
641637994229378535, ,@cbda3671-2365-4b3d-b737-46c407b0f2f4, 16:17:36:997, 16:17:38:743, -0.514304, 1.7459, 0,  - , 13.0005
643335844547241829, act%2:29:00::, 16:17:37:103, 16:17:39:768, -0.734958, 2.66528, 1,  - , 96.7774
645600482995008758, sharpshooters, 16:17:41:381, 16:17:52:930, -7.57707, 11.5486, 0, 50, 8.11688e-05
647904714864048720, adapted, 16:17:38:483, 16:17:47:406, 0, 8.92312, 0, 100, 0.000498941
652044602227365965, terebrantia, 16:17:45:284, 16:17:50:970, 0.68116, 5.68636, 0, 50, 8.11688e-05
672209744764972597, nevertheless%4:02:00::, 16:17:37:103, 16:17:39:768, -0.792323, 2.66528, 1,  - , 16.3068
690693652329620029, species, 16:17:37:335, 16:17:58:119, 142.414, 20.7846, 1, 1050, 4.0842
725851016664054421, few, 16:17:43:702, 16:17:55:066, 0.203519, 11.3636, 1, 50, 8.11688e-05
778093571729761199, live, 16:17:45:532, 16:17:57:538, 0.790182, 12.0065, 1, 50, 8.11688e-05
780409908813373719, diplopodologist, 16:17:50:463, 16:17:58:119, 6.47076, 7.65606, 0,  - ,  - 
784871582735838133, 2,400, 16:17:46:434, 16:17:51:483, 1.06336, 5.049, 0,  - ,  - 
786696686280415898, parasitoids, 16:17:55:489, 16:17:58:119, 9.1088, 2.63005, 0,  - ,  - 
815346081023406567, pressure_sensation%1:09:00::, 16:17:41:504, 16:17:41:746, 1.99642e-14, 0.242177, 1,  - , 15.5
818127997033525385, render%2:36:03::, 16:17:42:572, 16:17:43:357, 0, 0.785213, 1,  - , 1
818205382273897351, function%2:42:12::, 16:17:41:981, 16:17:43:474, 0, 1.4927, 1,  - , 1
837013033113495235, presume%2:29:00::, 16:17:42:694, 16:17:43:242, 0, 0.547654, 1,  - , 0.5
845525061045674168, lack, 16:17:56:545, 16:17:58:119, 6.71566, 1.57407, 1,  - ,  - 
847279428589396484, facilitate%2:36:03::, 16:17:42:101, 16:17:43:589, 0, 1.4882, 1,  - , 1.5
850906329227103303, females, 16:17:50:970, 16:17:58:119, 2.99549, 7.14926, 0,  - ,  - 
865772217859999458, storm%2:42:00::, 16:17:42:694, 16:17:43:242, 0, 0.547654, 1,  - , 0.5
872867646587907061, play%2:29:01::, 16:17:42:694, 16:17:43:242, 0, 0.547653, 1,  - , 0.5
879943969883758081, shape%2:31:00::, 16:17:42:101, 16:17:43:474, 0, 1.373, 1,  - , 1.5
882972761056795330, make%2:36:05::, 16:17:36:893, 16:17:39:768, 4.07873e-05, 2.87514, 1,  - , 50.504
890884128416182975, population, 16:17:50:718, 16:17:58:119, 2.94924, 7.40119, 1,  - ,  - 
899334776427519351, set_up%2:36:03::, 16:17:42:101, 16:17:43:474, 0, 1.373, 1,  - , 1.5
901311437943647807, serve%2:42:03::, 16:17:41:981, 16:17:43:474, 0, 1.4927, 1,  - , 1
